,Source,Type,File,Vatiables,Inter_name,Description
2797,ADNI,Imaging,UCSFFSX51_11_08_19,ST36TS,ST36TS,NA
2798,ADNI,Imaging,UCSFFSX51_11_08_19,ST37SV,ST37SV,NA
2799,ADNI,Imaging,UCSFFSX51_11_08_19,ST38CV,ST38CV,NA
2800,ADNI,Imaging,UCSFFSX51_11_08_19,ST38SA,ST38SA,NA
2801,ADNI,Imaging,UCSFFSX51_11_08_19,ST38TA,ST38TA,NA
2802,ADNI,Imaging,UCSFFSX51_11_08_19,ST38TS,ST38TS,NA
2803,ADNI,Imaging,UCSFFSX51_11_08_19,ST39CV,ST39CV,NA
2804,ADNI,Imaging,UCSFFSX51_11_08_19,ST39SA,ST39SA,NA
2805,ADNI,Imaging,UCSFFSX51_11_08_19,ST39TA,ST39TA,NA
2806,ADNI,Imaging,UCSFFSX51_11_08_19,ST39TS,ST39TS,NA
2807,ADNI,Imaging,UCSFFSX51_11_08_19,ST3SV,ST3SV,NA
2808,ADNI,Imaging,UCSFFSX51_11_08_19,ST40CV,ST40CV,NA
2809,ADNI,Imaging,UCSFFSX51_11_08_19,ST40SA,ST40SA,NA
2810,ADNI,Imaging,UCSFFSX51_11_08_19,ST40TA,ST40TA,NA
2811,ADNI,Imaging,UCSFFSX51_11_08_19,ST40TS,ST40TS,NA
2812,ADNI,Imaging,UCSFFSX51_11_08_19,ST42SV,ST42SV,NA
2813,ADNI,Imaging,UCSFFSX51_11_08_19,ST43CV,ST43CV,NA
2814,ADNI,Imaging,UCSFFSX51_11_08_19,ST43SA,ST43SA,NA
2815,ADNI,Imaging,UCSFFSX51_11_08_19,ST43TA,ST43TA,NA
2816,ADNI,Imaging,UCSFFSX51_11_08_19,ST43TS,ST43TS,NA
2817,ADNI,Imaging,UCSFFSX51_11_08_19,ST44CV,ST44CV,NA
2818,ADNI,Imaging,UCSFFSX51_11_08_19,ST44SA,ST44SA,NA
2819,ADNI,Imaging,UCSFFSX51_11_08_19,ST44TA,ST44TA,NA
2820,ADNI,Imaging,UCSFFSX51_11_08_19,ST44TS,ST44TS,NA
2821,ADNI,Imaging,UCSFFSX51_11_08_19,ST45CV,ST45CV,NA
2822,ADNI,Imaging,UCSFFSX51_11_08_19,ST45SA,ST45SA,NA
2823,ADNI,Imaging,UCSFFSX51_11_08_19,ST45TA,ST45TA,NA
2824,ADNI,Imaging,UCSFFSX51_11_08_19,ST45TS,ST45TS,NA
2825,ADNI,Imaging,UCSFFSX51_11_08_19,ST46CV,ST46CV,NA
2826,ADNI,Imaging,UCSFFSX51_11_08_19,ST46SA,ST46SA,NA
2827,ADNI,Imaging,UCSFFSX51_11_08_19,ST46TA,ST46TA,NA
2828,ADNI,Imaging,UCSFFSX51_11_08_19,ST46TS,ST46TS,NA
2829,ADNI,Imaging,UCSFFSX51_11_08_19,ST47CV,ST47CV,NA
2830,ADNI,Imaging,UCSFFSX51_11_08_19,ST47SA,ST47SA,NA
2831,ADNI,Imaging,UCSFFSX51_11_08_19,ST47TA,ST47TA,NA
2832,ADNI,Imaging,UCSFFSX51_11_08_19,ST47TS,ST47TS,NA
2833,ADNI,Imaging,UCSFFSX51_11_08_19,ST48CV,ST48CV,NA
2834,ADNI,Imaging,UCSFFSX51_11_08_19,ST48SA,ST48SA,NA
2835,ADNI,Imaging,UCSFFSX51_11_08_19,ST48TA,ST48TA,NA
2836,ADNI,Imaging,UCSFFSX51_11_08_19,ST48TS,ST48TS,NA
2837,ADNI,Imaging,UCSFFSX51_11_08_19,ST49CV,ST49CV,NA
2838,ADNI,Imaging,UCSFFSX51_11_08_19,ST49SA,ST49SA,NA
2839,ADNI,Imaging,UCSFFSX51_11_08_19,ST49TA,ST49TA,NA
2840,ADNI,Imaging,UCSFFSX51_11_08_19,ST49TS,ST49TS,NA
2841,ADNI,Imaging,UCSFFSX51_11_08_19,ST4SV,ST4SV,NA
2842,ADNI,Imaging,UCSFFSX51_11_08_19,ST50CV,ST50CV,NA
2843,ADNI,Imaging,UCSFFSX51_11_08_19,ST50SA,ST50SA,NA
2844,ADNI,Imaging,UCSFFSX51_11_08_19,ST50TA,ST50TA,NA
2845,ADNI,Imaging,UCSFFSX51_11_08_19,ST50TS,ST50TS,NA
2846,ADNI,Imaging,UCSFFSX51_11_08_19,ST51CV,ST51CV,NA
2847,ADNI,Imaging,UCSFFSX51_11_08_19,ST51SA,ST51SA,NA
2848,ADNI,Imaging,UCSFFSX51_11_08_19,ST51TA,ST51TA,NA
2849,ADNI,Imaging,UCSFFSX51_11_08_19,ST51TS,ST51TS,NA
2850,ADNI,Imaging,UCSFFSX51_11_08_19,ST52CV,ST52CV,NA
2851,ADNI,Imaging,UCSFFSX51_11_08_19,ST52SA,ST52SA,NA
2852,ADNI,Imaging,UCSFFSX51_11_08_19,ST52TA,ST52TA,NA
2853,ADNI,Imaging,UCSFFSX51_11_08_19,ST52TS,ST52TS,NA
2854,ADNI,Imaging,UCSFFSX51_11_08_19,ST53SV,ST53SV,NA
2855,ADNI,Imaging,UCSFFSX51_11_08_19,ST54CV,ST54CV,NA
2856,ADNI,Imaging,UCSFFSX51_11_08_19,ST54SA,ST54SA,NA
2857,ADNI,Imaging,UCSFFSX51_11_08_19,ST54TA,ST54TA,NA
2858,ADNI,Imaging,UCSFFSX51_11_08_19,ST54TS,ST54TS,NA
2859,ADNI,Imaging,UCSFFSX51_11_08_19,ST55CV,ST55CV,NA
2860,ADNI,Imaging,UCSFFSX51_11_08_19,ST55SA,ST55SA,NA
2861,ADNI,Imaging,UCSFFSX51_11_08_19,ST55TA,ST55TA,NA
2862,ADNI,Imaging,UCSFFSX51_11_08_19,ST55TS,ST55TS,NA
2863,ADNI,Imaging,UCSFFSX51_11_08_19,ST56CV,ST56CV,NA
2864,ADNI,Imaging,UCSFFSX51_11_08_19,ST56SA,ST56SA,NA
2865,ADNI,Imaging,UCSFFSX51_11_08_19,ST56TA,ST56TA,NA
2866,ADNI,Imaging,UCSFFSX51_11_08_19,ST56TS,ST56TS,NA
2867,ADNI,Imaging,UCSFFSX51_11_08_19,ST57CV,ST57CV,NA
2868,ADNI,Imaging,UCSFFSX51_11_08_19,ST57SA,ST57SA,NA
2869,ADNI,Imaging,UCSFFSX51_11_08_19,ST57TA,ST57TA,NA
2870,ADNI,Imaging,UCSFFSX51_11_08_19,ST57TS,ST57TS,NA
2871,ADNI,Imaging,UCSFFSX51_11_08_19,ST58CV,ST58CV,NA
2872,ADNI,Imaging,UCSFFSX51_11_08_19,ST58SA,ST58SA,NA
2873,ADNI,Imaging,UCSFFSX51_11_08_19,ST58TA,ST58TA,NA
2874,ADNI,Imaging,UCSFFSX51_11_08_19,ST58TS,ST58TS,NA
2875,ADNI,Imaging,UCSFFSX51_11_08_19,ST59CV,ST59CV,NA
2876,ADNI,Imaging,UCSFFSX51_11_08_19,ST59SA,ST59SA,NA
2877,ADNI,Imaging,UCSFFSX51_11_08_19,ST59TA,ST59TA,NA
2878,ADNI,Imaging,UCSFFSX51_11_08_19,ST59TS,ST59TS,NA
2879,ADNI,Imaging,UCSFFSX51_11_08_19,ST5SV,ST5SV,NA
2880,ADNI,Imaging,UCSFFSX51_11_08_19,ST60CV,ST60CV,NA
2881,ADNI,Imaging,UCSFFSX51_11_08_19,ST60SA,ST60SA,NA
2882,ADNI,Imaging,UCSFFSX51_11_08_19,ST60TA,ST60TA,NA
2883,ADNI,Imaging,UCSFFSX51_11_08_19,ST60TS,ST60TS,NA
2884,ADNI,Imaging,UCSFFSX51_11_08_19,ST61SV,ST61SV,NA
2885,ADNI,Imaging,UCSFFSX51_11_08_19,ST62CV,ST62CV,NA
2886,ADNI,Imaging,UCSFFSX51_11_08_19,ST62SA,ST62SA,NA
2887,ADNI,Imaging,UCSFFSX51_11_08_19,ST62TA,ST62TA,NA
2888,ADNI,Imaging,UCSFFSX51_11_08_19,ST62TS,ST62TS,NA
2889,ADNI,Imaging,UCSFFSX51_11_08_19,ST65SV,ST65SV,NA
2890,ADNI,Imaging,UCSFFSX51_11_08_19,ST66SV,ST66SV,NA
2891,ADNI,Imaging,UCSFFSX51_11_08_19,ST68SV,ST68SV,NA
2892,ADNI,Imaging,UCSFFSX51_11_08_19,ST69SV,ST69SV,NA
2893,ADNI,Imaging,UCSFFSX51_11_08_19,ST6SV,ST6SV,NA
2894,ADNI,Imaging,UCSFFSX51_11_08_19,ST70SV,ST70SV,NA
2895,ADNI,Imaging,UCSFFSX51_11_08_19,ST71SV,ST71SV,NA
2896,ADNI,Imaging,UCSFFSX51_11_08_19,ST72CV,ST72CV,NA
2897,ADNI,Imaging,UCSFFSX51_11_08_19,ST72SA,ST72SA,NA
2898,ADNI,Imaging,UCSFFSX51_11_08_19,ST72TA,ST72TA,NA
2899,ADNI,Imaging,UCSFFSX51_11_08_19,ST72TS,ST72TS,NA
2900,ADNI,Imaging,UCSFFSX51_11_08_19,ST73CV,ST73CV,NA
2901,ADNI,Imaging,UCSFFSX51_11_08_19,ST73SA,ST73SA,NA
2902,ADNI,Imaging,UCSFFSX51_11_08_19,ST73TA,ST73TA,NA
2903,ADNI,Imaging,UCSFFSX51_11_08_19,ST73TS,ST73TS,NA
2904,ADNI,Imaging,UCSFFSX51_11_08_19,ST74CV,ST74CV,NA
2905,ADNI,Imaging,UCSFFSX51_11_08_19,ST74SA,ST74SA,NA
2906,ADNI,Imaging,UCSFFSX51_11_08_19,ST74TA,ST74TA,NA
2907,ADNI,Imaging,UCSFFSX51_11_08_19,ST74TS,ST74TS,NA
2908,ADNI,Imaging,UCSFFSX51_11_08_19,ST75SV,ST75SV,NA
2909,ADNI,Imaging,UCSFFSX51_11_08_19,ST76SV,ST76SV,NA
2910,ADNI,Imaging,UCSFFSX51_11_08_19,ST77SV,ST77SV,NA
2911,ADNI,Imaging,UCSFFSX51_11_08_19,ST7SV,ST7SV,NA
2912,ADNI,Imaging,UCSFFSX51_11_08_19,ST80SV,ST80SV,NA
2913,ADNI,Imaging,UCSFFSX51_11_08_19,ST82CV,ST82CV,NA
2914,ADNI,Imaging,UCSFFSX51_11_08_19,ST82SA,ST82SA,NA
2915,ADNI,Imaging,UCSFFSX51_11_08_19,ST82TA,ST82TA,NA
2916,ADNI,Imaging,UCSFFSX51_11_08_19,ST82TS,ST82TS,NA
2917,ADNI,Imaging,UCSFFSX51_11_08_19,ST83CV,ST83CV,NA
2918,ADNI,Imaging,UCSFFSX51_11_08_19,ST83SA,ST83SA,NA
2919,ADNI,Imaging,UCSFFSX51_11_08_19,ST83TA,ST83TA,NA
2920,ADNI,Imaging,UCSFFSX51_11_08_19,ST83TS,ST83TS,NA
2921,ADNI,Imaging,UCSFFSX51_11_08_19,ST84CV,ST84CV,NA
2922,ADNI,Imaging,UCSFFSX51_11_08_19,ST84SA,ST84SA,NA
2923,ADNI,Imaging,UCSFFSX51_11_08_19,ST84TA,ST84TA,NA
2924,ADNI,Imaging,UCSFFSX51_11_08_19,ST84TS,ST84TS,NA
2925,ADNI,Imaging,UCSFFSX51_11_08_19,ST85CV,ST85CV,NA
2926,ADNI,Imaging,UCSFFSX51_11_08_19,ST85SA,ST85SA,NA
2927,ADNI,Imaging,UCSFFSX51_11_08_19,ST85TA,ST85TA,NA
2928,ADNI,Imaging,UCSFFSX51_11_08_19,ST85TS,ST85TS,NA
2929,ADNI,Imaging,UCSFFSX51_11_08_19,ST87SA,ST87SA,NA
2930,ADNI,Imaging,UCSFFSX51_11_08_19,ST88SV,ST88SV,NA
2931,ADNI,Imaging,UCSFFSX51_11_08_19,ST89SV,ST89SV,NA
2932,ADNI,Imaging,UCSFFSX51_11_08_19,ST8SV,ST8SV,NA
2933,ADNI,Imaging,UCSFFSX51_11_08_19,ST90CV,ST90CV,NA
2934,ADNI,Imaging,UCSFFSX51_11_08_19,ST90SA,ST90SA,NA
2935,ADNI,Imaging,UCSFFSX51_11_08_19,ST90TA,ST90TA,NA
2936,ADNI,Imaging,UCSFFSX51_11_08_19,ST90TS,ST90TS,NA
2937,ADNI,Imaging,UCSFFSX51_11_08_19,ST91CV,ST91CV,NA
2938,ADNI,Imaging,UCSFFSX51_11_08_19,ST91SA,ST91SA,NA
2939,ADNI,Imaging,UCSFFSX51_11_08_19,ST91TA,ST91TA,NA
2940,ADNI,Imaging,UCSFFSX51_11_08_19,ST91TS,ST91TS,NA
2941,ADNI,Imaging,UCSFFSX51_11_08_19,ST93CV,ST93CV,NA
2942,ADNI,Imaging,UCSFFSX51_11_08_19,ST93SA,ST93SA,NA
2943,ADNI,Imaging,UCSFFSX51_11_08_19,ST93TA,ST93TA,NA
2944,ADNI,Imaging,UCSFFSX51_11_08_19,ST93TS,ST93TS,NA
2945,ADNI,Imaging,UCSFFSX51_11_08_19,ST94CV,ST94CV,NA
2946,ADNI,Imaging,UCSFFSX51_11_08_19,ST94SA,ST94SA,NA
2947,ADNI,Imaging,UCSFFSX51_11_08_19,ST94TA,ST94TA,NA
2948,ADNI,Imaging,UCSFFSX51_11_08_19,ST94TS,ST94TS,NA
2949,ADNI,Imaging,UCSFFSX51_11_08_19,ST95CV,ST95CV,NA
2950,ADNI,Imaging,UCSFFSX51_11_08_19,ST95SA,ST95SA,NA
2951,ADNI,Imaging,UCSFFSX51_11_08_19,ST95TA,ST95TA,NA
2952,ADNI,Imaging,UCSFFSX51_11_08_19,ST95TS,ST95TS,NA
2953,ADNI,Imaging,UCSFFSX51_11_08_19,ST96SV,ST96SV,NA
2954,ADNI,Imaging,UCSFFSX51_11_08_19,ST97CV,ST97CV,NA
2955,ADNI,Imaging,UCSFFSX51_11_08_19,ST97SA,ST97SA,NA
2956,ADNI,Imaging,UCSFFSX51_11_08_19,ST97TA,ST97TA,NA
2957,ADNI,Imaging,UCSFFSX51_11_08_19,ST97TS,ST97TS,NA
2958,ADNI,Imaging,UCSFFSX51_11_08_19,ST98CV,ST98CV,NA
2959,ADNI,Imaging,UCSFFSX51_11_08_19,ST98SA,ST98SA,NA
2960,ADNI,Imaging,UCSFFSX51_11_08_19,ST98TA,ST98TA,NA
2961,ADNI,Imaging,UCSFFSX51_11_08_19,ST98TS,ST98TS,NA
2962,ADNI,Imaging,UCSFFSX51_11_08_19,ST99CV,ST99CV,NA
2963,ADNI,Imaging,UCSFFSX51_11_08_19,ST99SA,ST99SA,NA
2964,ADNI,Imaging,UCSFFSX51_11_08_19,ST99TA,ST99TA,NA
2965,ADNI,Imaging,UCSFFSX51_11_08_19,ST99TS,ST99TS,NA
2966,ADNI,Imaging,UCSFFSX51_11_08_19,ST9SV,ST9SV,NA
2967,ADNI,Imaging,UCSFFSX51_11_08_19,ST131HS,ST131HS,NA
2968,ADNI,Imaging,UCSFFSX51_11_08_19,ST132HS,ST132HS,NA
2969,ADNI,Imaging,UCSFFSX51_11_08_19,ST133HS,ST133HS,NA
2970,ADNI,Imaging,UCSFFSX51_11_08_19,ST134HS,ST134HS,NA
2971,ADNI,Imaging,UCSFFSX51_11_08_19,ST135HS,ST135HS,NA
2972,ADNI,Imaging,UCSFFSX51_11_08_19,ST136HS,ST136HS,NA
2973,ADNI,Imaging,UCSFFSX51_11_08_19,ST137HS,ST137HS,NA
2974,ADNI,Imaging,UCSFFSX51_11_08_19,ST138HS,ST138HS,NA
2975,ADNI,Imaging,UCSFFSX51_11_08_19,ST139HS,ST139HS,NA
2976,ADNI,Imaging,UCSFFSX51_11_08_19,ST140HS,ST140HS,NA
2977,ADNI,Imaging,UCSFFSX51_11_08_19,ST141HS,ST141HS,NA
2978,ADNI,Imaging,UCSFFSX51_11_08_19,ST142HS,ST142HS,NA
2979,ADNI,Imaging,UCSFFSX51_11_08_19,ST143HS,ST143HS,NA
2980,ADNI,Imaging,UCSFFSX51_11_08_19,ST144HS,ST144HS,NA
2981,ADNI,Imaging,UCSFFSX51_11_08_19,ST145HS,ST145HS,NA
2982,ADNI,Imaging,UCSFFSX51_11_08_19,ST146HS,ST146HS,NA
2983,ADNI,Imaging,UCSFFSX51_11_08_19,ST147SV,ST147SV,NA
2984,ADNI,Imaging,UCSFFSX51_11_08_19,ST148SV,ST148SV,NA
2985,ADNI,Imaging,UCSFFSX51_11_08_19,ST149SV,ST149SV,NA
2986,ADNI,Imaging,UCSFFSX51_11_08_19,ST150SV,ST150SV,NA
2987,ADNI,Imaging,UCSFFSX51_11_08_19,ST151SV,ST151SV,NA
2988,ADNI,Imaging,UCSFFSX51_11_08_19,ST152SV,ST152SV,NA
2989,ADNI,Imaging,UCSFFSX51_11_08_19,ST153SV,ST153SV,NA
2990,ADNI,Imaging,UCSFFSX51_11_08_19,ST154SV,ST154SV,NA
2991,ADNI,Imaging,UCSFFSX51_11_08_19,ST155SV,ST155SV,NA
2992,ADNI,Imaging,UCSFFSX51_11_08_19,update_stamp,NA,NA
2993,ADNI,Imaging,UCSFFSX_11_02_15,RID,RID,NA
2994,ADNI,Imaging,UCSFFSX_11_02_15,VISCODE,VISCODE,NA
2995,ADNI,Imaging,UCSFFSX_11_02_15,EXAMDATE,EXAMDATE,NA
2996,ADNI,Imaging,UCSFFSX_11_02_15,VERSION,NA,NA
2997,ADNI,Imaging,UCSFFSX_11_02_15,LONISID,NA,NA
2998,ADNI,Imaging,UCSFFSX_11_02_15,FLDSTRENG,FLDSTRENG,NA
2999,ADNI,Imaging,UCSFFSX_11_02_15,LONIUID,NA,NA
3000,ADNI,Imaging,UCSFFSX_11_02_15,IMAGEUID,IMAGEUID,NA
3001,ADNI,Imaging,UCSFFSX_11_02_15,RUNDATE,NA,NA
3002,ADNI,Imaging,UCSFFSX_11_02_15,STATUS,NA,NA
3003,ADNI,Imaging,UCSFFSX_11_02_15,OVERALLQC,OVERALLQC,NA
3004,ADNI,Imaging,UCSFFSX_11_02_15,TEMPQC,TEMPQC,NA
3005,ADNI,Imaging,UCSFFSX_11_02_15,FRONTQC,FRONTQC,NA
3006,ADNI,Imaging,UCSFFSX_11_02_15,PARQC,PARQC,NA
3007,ADNI,Imaging,UCSFFSX_11_02_15,INSULAQC,INSULAQC,NA
3008,ADNI,Imaging,UCSFFSX_11_02_15,OCCQC,OCCQC,NA
3009,ADNI,Imaging,UCSFFSX_11_02_15,BGQC,BGQC,NA
3010,ADNI,Imaging,UCSFFSX_11_02_15,CWMQC,CWMQC,NA
3011,ADNI,Imaging,UCSFFSX_11_02_15,VENTQC,VENTQC,NA
3012,ADNI,Imaging,UCSFFSX_11_02_15,ST100SV,ST100SV,NA
3013,ADNI,Imaging,UCSFFSX_11_02_15,ST101SV,ST101SV,NA
3014,ADNI,Imaging,UCSFFSX_11_02_15,ST102CV,ST102CV,NA
3015,ADNI,Imaging,UCSFFSX_11_02_15,ST102SA,ST102SA,NA
3016,ADNI,Imaging,UCSFFSX_11_02_15,ST102TA,ST102TA,NA
3017,ADNI,Imaging,UCSFFSX_11_02_15,ST102TS,ST102TS,NA
3018,ADNI,Imaging,UCSFFSX_11_02_15,ST103CV,ST103CV,NA
3019,ADNI,Imaging,UCSFFSX_11_02_15,ST103SA,ST103SA,NA
3020,ADNI,Imaging,UCSFFSX_11_02_15,ST103TA,ST103TA,NA
3021,ADNI,Imaging,UCSFFSX_11_02_15,ST103TS,ST103TS,NA
3022,ADNI,Imaging,UCSFFSX_11_02_15,ST104CV,ST104CV,NA
3023,ADNI,Imaging,UCSFFSX_11_02_15,ST104SA,ST104SA,NA
3024,ADNI,Imaging,UCSFFSX_11_02_15,ST104TA,ST104TA,NA
3025,ADNI,Imaging,UCSFFSX_11_02_15,ST104TS,ST104TS,NA
3026,ADNI,Imaging,UCSFFSX_11_02_15,ST105CV,ST105CV,NA
3027,ADNI,Imaging,UCSFFSX_11_02_15,ST105SA,ST105SA,NA
3028,ADNI,Imaging,UCSFFSX_11_02_15,ST105TA,ST105TA,NA
3029,ADNI,Imaging,UCSFFSX_11_02_15,ST105TS,ST105TS,NA
3030,ADNI,Imaging,UCSFFSX_11_02_15,ST106CV,ST106CV,NA
3031,ADNI,Imaging,UCSFFSX_11_02_15,ST106SA,ST106SA,NA
3032,ADNI,Imaging,UCSFFSX_11_02_15,ST106TA,ST106TA,NA
3033,ADNI,Imaging,UCSFFSX_11_02_15,ST106TS,ST106TS,NA
3034,ADNI,Imaging,UCSFFSX_11_02_15,ST107CV,ST107CV,NA
3035,ADNI,Imaging,UCSFFSX_11_02_15,ST107SA,ST107SA,NA
3036,ADNI,Imaging,UCSFFSX_11_02_15,ST107TA,ST107TA,NA
3037,ADNI,Imaging,UCSFFSX_11_02_15,ST107TS,ST107TS,NA
3038,ADNI,Imaging,UCSFFSX_11_02_15,ST108CV,ST108CV,NA
3039,ADNI,Imaging,UCSFFSX_11_02_15,ST108SA,ST108SA,NA
3040,ADNI,Imaging,UCSFFSX_11_02_15,ST108TA,ST108TA,NA
3041,ADNI,Imaging,UCSFFSX_11_02_15,ST108TS,ST108TS,NA
3042,ADNI,Imaging,UCSFFSX_11_02_15,ST109CV,ST109CV,NA
3043,ADNI,Imaging,UCSFFSX_11_02_15,ST109SA,ST109SA,NA
3044,ADNI,Imaging,UCSFFSX_11_02_15,ST109TA,ST109TA,NA
3045,ADNI,Imaging,UCSFFSX_11_02_15,ST109TS,ST109TS,NA
3046,ADNI,Imaging,UCSFFSX_11_02_15,ST10CV,ST10CV,NA
3047,ADNI,Imaging,UCSFFSX_11_02_15,ST110CV,ST110CV,NA
3048,ADNI,Imaging,UCSFFSX_11_02_15,ST110SA,ST110SA,NA
3049,ADNI,Imaging,UCSFFSX_11_02_15,ST110TA,ST110TA,NA
3050,ADNI,Imaging,UCSFFSX_11_02_15,ST110TS,ST110TS,NA
3051,ADNI,Imaging,UCSFFSX_11_02_15,ST111CV,ST111CV,NA
3052,ADNI,Imaging,UCSFFSX_11_02_15,ST111SA,ST111SA,NA
3053,ADNI,Imaging,UCSFFSX_11_02_15,ST111TA,ST111TA,NA
3054,ADNI,Imaging,UCSFFSX_11_02_15,ST111TS,ST111TS,NA
3055,ADNI,Imaging,UCSFFSX_11_02_15,ST112SV,ST112SV,NA
3056,ADNI,Imaging,UCSFFSX_11_02_15,ST113CV,ST113CV,NA
3057,ADNI,Imaging,UCSFFSX_11_02_15,ST113SA,ST113SA,NA
3058,ADNI,Imaging,UCSFFSX_11_02_15,ST113TA,ST113TA,NA
3059,ADNI,Imaging,UCSFFSX_11_02_15,ST113TS,ST113TS,NA
3060,ADNI,Imaging,UCSFFSX_11_02_15,ST114CV,ST114CV,NA
3061,ADNI,Imaging,UCSFFSX_11_02_15,ST114SA,ST114SA,NA
3062,ADNI,Imaging,UCSFFSX_11_02_15,ST114TA,ST114TA,NA
3063,ADNI,Imaging,UCSFFSX_11_02_15,ST114TS,ST114TS,NA
3064,ADNI,Imaging,UCSFFSX_11_02_15,ST115CV,ST115CV,NA
3065,ADNI,Imaging,UCSFFSX_11_02_15,ST115SA,ST115SA,NA
3066,ADNI,Imaging,UCSFFSX_11_02_15,ST115TA,ST115TA,NA
3067,ADNI,Imaging,UCSFFSX_11_02_15,ST115TS,ST115TS,NA
3068,ADNI,Imaging,UCSFFSX_11_02_15,ST116CV,ST116CV,NA
3069,ADNI,Imaging,UCSFFSX_11_02_15,ST116SA,ST116SA,NA
3070,ADNI,Imaging,UCSFFSX_11_02_15,ST116TA,ST116TA,NA
3071,ADNI,Imaging,UCSFFSX_11_02_15,ST116TS,ST116TS,NA
3072,ADNI,Imaging,UCSFFSX_11_02_15,ST117CV,ST117CV,NA
3073,ADNI,Imaging,UCSFFSX_11_02_15,ST117SA,ST117SA,NA
3074,ADNI,Imaging,UCSFFSX_11_02_15,ST117TA,ST117TA,NA
3075,ADNI,Imaging,UCSFFSX_11_02_15,ST117TS,ST117TS,NA
3076,ADNI,Imaging,UCSFFSX_11_02_15,ST118CV,ST118CV,NA
3077,ADNI,Imaging,UCSFFSX_11_02_15,ST118SA,ST118SA,NA
3078,ADNI,Imaging,UCSFFSX_11_02_15,ST118TA,ST118TA,NA
3079,ADNI,Imaging,UCSFFSX_11_02_15,ST118TS,ST118TS,NA
3080,ADNI,Imaging,UCSFFSX_11_02_15,ST119CV,ST119CV,NA
3081,ADNI,Imaging,UCSFFSX_11_02_15,ST119SA,ST119SA,NA
3082,ADNI,Imaging,UCSFFSX_11_02_15,ST119TA,ST119TA,NA
3083,ADNI,Imaging,UCSFFSX_11_02_15,ST119TS,ST119TS,NA
3084,ADNI,Imaging,UCSFFSX_11_02_15,ST11SV,ST11SV,NA
3085,ADNI,Imaging,UCSFFSX_11_02_15,ST120SV,ST120SV,NA
3086,ADNI,Imaging,UCSFFSX_11_02_15,ST121CV,ST121CV,NA
3087,ADNI,Imaging,UCSFFSX_11_02_15,ST121SA,ST121SA,NA
3088,ADNI,Imaging,UCSFFSX_11_02_15,ST121TA,ST121TA,NA
3089,ADNI,Imaging,UCSFFSX_11_02_15,ST121TS,ST121TS,NA
3090,ADNI,Imaging,UCSFFSX_11_02_15,ST122SV,ST122SV,NA
3091,ADNI,Imaging,UCSFFSX_11_02_15,ST123CV,ST123CV,NA
3092,ADNI,Imaging,UCSFFSX_11_02_15,ST123SA,ST123SA,NA
3093,ADNI,Imaging,UCSFFSX_11_02_15,ST123TA,ST123TA,NA
3094,ADNI,Imaging,UCSFFSX_11_02_15,ST123TS,ST123TS,NA
3095,ADNI,Imaging,UCSFFSX_11_02_15,ST124SV,ST124SV,NA
3096,ADNI,Imaging,UCSFFSX_11_02_15,ST125SV,ST125SV,NA
3097,ADNI,Imaging,UCSFFSX_11_02_15,ST126SV,ST126SV,NA
3098,ADNI,Imaging,UCSFFSX_11_02_15,ST127SV,ST127SV,NA
3099,ADNI,Imaging,UCSFFSX_11_02_15,ST128SV,ST128SV,NA
3100,ADNI,Imaging,UCSFFSX_11_02_15,ST129CV,ST129CV,NA
3101,ADNI,Imaging,UCSFFSX_11_02_15,ST129SA,ST129SA,NA
3102,ADNI,Imaging,UCSFFSX_11_02_15,ST129TA,ST129TA,NA
3103,ADNI,Imaging,UCSFFSX_11_02_15,ST129TS,ST129TS,NA
3104,ADNI,Imaging,UCSFFSX_11_02_15,ST12SV,ST12SV,NA
3105,ADNI,Imaging,UCSFFSX_11_02_15,ST130CV,ST130CV,NA
3106,ADNI,Imaging,UCSFFSX_11_02_15,ST130SA,ST130SA,NA
3107,ADNI,Imaging,UCSFFSX_11_02_15,ST130TA,ST130TA,NA
3108,ADNI,Imaging,UCSFFSX_11_02_15,ST130TS,ST130TS,NA
3109,ADNI,Imaging,UCSFFSX_11_02_15,ST13CV,ST13CV,NA
3110,ADNI,Imaging,UCSFFSX_11_02_15,ST13SA,ST13SA,NA
3111,ADNI,Imaging,UCSFFSX_11_02_15,ST13TA,ST13TA,NA
3112,ADNI,Imaging,UCSFFSX_11_02_15,ST13TS,ST13TS,NA
3113,ADNI,Imaging,UCSFFSX_11_02_15,ST14CV,ST14CV,NA
3114,ADNI,Imaging,UCSFFSX_11_02_15,ST14SA,ST14SA,NA
3115,ADNI,Imaging,UCSFFSX_11_02_15,ST14TA,ST14TA,NA
3116,ADNI,Imaging,UCSFFSX_11_02_15,ST14TS,ST14TS,NA
3117,ADNI,Imaging,UCSFFSX_11_02_15,ST15CV,ST15CV,NA
3118,ADNI,Imaging,UCSFFSX_11_02_15,ST15SA,ST15SA,NA
3119,ADNI,Imaging,UCSFFSX_11_02_15,ST15TA,ST15TA,NA
3120,ADNI,Imaging,UCSFFSX_11_02_15,ST15TS,ST15TS,NA
3121,ADNI,Imaging,UCSFFSX_11_02_15,ST16SV,ST16SV,NA
3122,ADNI,Imaging,UCSFFSX_11_02_15,ST17SV,ST17SV,NA
3123,ADNI,Imaging,UCSFFSX_11_02_15,ST18SV,ST18SV,NA
3124,ADNI,Imaging,UCSFFSX_11_02_15,ST19SV,ST19SV,NA
